date;price
7/31/2021;-0.021454381890
8/31/2021;0.034433883682
9/30/2021;0.002706509752
10/31/2021;0.024574130156
11/30/2021;-0.019040069222
12/31/2021;0.042996357214
1/31/2022;-0.002155893736
2/28/2022;-0.002515245292
3/31/2022;0.022188634552
4/30/2022;-0.007542460664
5/31/2022;-0.007031513410
6/30/2022;-0.064758101744
7/31/2022;0.073853947162
8/31/2022;-0.000139666186
9/30/2022;-0.075331983552
10/31/2022;0.046185062962
11/30/2022;0.039645140816
12/31/2022;-0.052361221824
1/31/2023;0.062848779650
2/28/2023;-0.003220989582
3/31/2023;-0.037616519958
4/30/2023;-0.004136262396
5/31/2023;0.000206984964
6/30/2023;0.039696486580
7/31/2023;0.050855944492
8/31/2023;-0.025848849676
9/30/2023;-0.002962489228
10/31/2023;-0.047817863930
11/30/2023;0.051163305714
12/31/2023;0.060707901612
1/31/2024;0.003591061182
2/29/2024;0.030584580486
3/31/2024;0.036369658778
4/30/2024;-0.007192632880
5/31/2024;0.015581722740
6/30/2024;0.008260239344
7/31/2024;0.031668281000
8/31/2024;-0.012280824980
9/30/2024;0.021998918620
10/31/2024;-0.007361104188
11/30/2024;0.058725733248
12/31/2024;-0.015290333720
1/31/2025;0.025043544896
2/28/2025;-0.013588039564
3/31/2025;-0.054026544908
4/30/2025;-0.046784164790
5/31/2025;0.052597510590
6/30/2025;0.011769098250
